id_achat,id_client,date_achat,montant,produit
137,11,2025-07-01 10:26:46,85.56,Charger
138,11,2025-05-01 10:32:15,363.11,Charger
139,11,2025-12-29 12:22:25,175.43,Charger
140,11,2025-10-25 12:16:29,30.19,Laptop
141,11,2025-08-17 03:16:29,49.8,Charger
142,11,2025-03-08 10:31:23,139.68,Headphones
143,11,2025-10-25 10:34:51,385.81,Mouse
144,11,2025-11-18 01:17:37,312.87,Laptop
145,11,2025-09-13 04:19:27,254.04,Speaker
146,11,2025-09-28 18:11:57,151.94,Monitor
147,11,2025-08-15 21:43:20,246.64,Mouse
148,11,2025-10-25 00:58:29,155.74,Phone
149,11,2025-01-29 15:58:37,347.42,Tablet
150,12,2025-07-09 18:12:09,213.65,Webcam
151,12,2025-07-26 04:20:26,109.97,Charger
152,12,2025-12-07 22:06:51,80.4,Keyboard
153,12,2025-10-29 09:59:45,369.76,Keyboard
154,12,2025-02-12 16:08:16,487.93,Tablet
155,12,2025-05-14 05:30:11,382.73,Speaker
156,12,2025-12-01 16:07:52,285.21,Keyboard
157,12,2025-06-24 04:12:58,128.45,Phone
158,12,2025-12-08 03:16:37,141.06,Headphones
159,12,2025-12-05 19:25:40,79.03,Laptop
160,12,2025-10-29 01:46:56,152.2,Mouse
161,12,2025-11-15 00:15:58,433.44,Mouse
162,12,2025-02-04 22:50:40,131.65,Tablet
163,12,2025-06-10 13:46:25,408.6,Charger
164,12,2025-06-24 13:50:29,363.35,Headphones
165,13,2025-10-25 18:18:54,88.08,Speaker
166,13,2026-01-15 14:47:23,238.74,Monitor
167,13,2025-08-07 02:58:17,253.71,Phone
168,13,2025-09-21 20:05:38,473.16,Speaker
169,13,2025-09-29 17:52:41,234.04,Headphones
170,13,2025-07-10 08:24:49,115.42,Keyboard
171,13,2025-07-05 21:37:26,33.84,Monitor
172,13,2025-11-22 06:12:31,252.5,Webcam
173,13,2025-03-09 15:10:59,150.02,Laptop
174,13,2025-03-01 16:43:33,425.11,Mouse
175,13,2025-03-18 03:33:23,75.63,Monitor
176,13,2025-12-15 10:09:27,366.48,Mouse
177,13,2025-05-02 09:33:30,189.31,Mouse
178,13,2025-11-10 19:24:22,35.07,Speaker
179,13,2025-12-06 22:34:38,105.38,Speaker
180,13,2025-09-02 15:07:43,151.41,Mouse
181,13,2025-11-09 02:44:38,257.09,Speaker
182,13,2025-11-23 21:18:32,147.06,Charger
183,13,2025-03-04 20:47:21,343.4,Phone
184,13,2025-10-27 20:21:47,73.05,Phone
185,13,2025-03-27 01:38:59,203.01,Keyboard
186,13,2025-06-11 18:35:10,283.34,Keyboard
187,13,2025-06-29 19:19:53,379.93,Headphones
188,13,2025-10-02 10:15:28,305.21,Mouse
189,13,2025-06-01 10:22:39,255.04,Laptop
190,14,2025-03-16 13:57:36,77.15,Keyboard
191,14,2026-01-10 00:25:45,403.94,Speaker
192,15,2025-04-24 20:27:13,82.98,Speaker
193,15,2025-11-25 09:58:54,78.49,Charger
194,15,2025-07-26 20:57:49,166.08,Mouse
195,15,2025-04-12 01:01:24,495.4,Monitor
196,15,2025-05-03 04:16:47,300.93,Speaker
197,15,2025-02-27 04:09:59,415.86,Speaker
198,15,2025-05-28 14:57:06,250.02,Charger
199,15,2025-09-26 19:05:40,156.9,Laptop
200,15,2025-10-16 20:47:30,190.5,Phone
201,15,2025-02-18 05:16:03,490.15,Charger
202,15,2025-07-17 10:00:52,160.76,Laptop
203,15,2026-01-04 15:59:49,302.49,Monitor
204,15,2025-10-22 20:01:15,483.86,Charger
205,15,2025-07-30 08:43:06,293.04,Laptop
206,15,2025-11-08 16:43:15,295.93,Tablet
207,16,2025-04-25 11:55:25,318.22,Charger
208,16,2025-11-10 10:27:35,389.56,Mouse
209,16,2025-05-01 10:15:39,82.41,Headphones
210,16,2025-06-02 10:41:19,25.47,Phone
211,16,2025-05-15 03:12:39,103.48,Webcam
212,16,2025-10-15 02:38:39,163.71,Tablet
213,16,2025-07-12 03:32:00,212.35,Headphones
214,16,2025-05-28 20:52:31,211.08,Charger
215,16,2025-11-22 05:44:47,461.06,Laptop
216,16,2025-07-14 08:41:58,355.83,Speaker
217,16,2025-10-19 03:16:36,111.6,Keyboard
218,16,2025-04-30 14:53:40,499.08,Webcam
219,16,2025-08-29 03:11:16,267.48,Keyboard
220,16,2025-05-07 08:51:42,478.78,Webcam
221,16,2025-09-08 07:21:40,456.94,Keyboard
222,16,2025-02-03 08:03:13,277.67,Monitor
223,16,2025-11-12 02:55:54,308.94,Headphones
224,17,2025-03-15 19:58:46,146.71,Monitor
225,17,2025-03-18 22:34:22,120.18,Monitor
226,17,2025-08-11 02:13:29,387.88,Headphones
227,17,2025-05-12 11:15:21,348.22,Webcam
228,17,2025-01-30 12:40:20,165.35,Keyboard
229,17,2025-04-16 06:57:34,284.64,Monitor
230,17,2025-12-28 06:40:26,151.02,Charger
231,17,2025-06-13 11:28:20,341.54,Mouse
232,18,2025-08-27 07:27:27,490.28,Keyboard
233,18,2025-06-10 07:43:27,477.76,Tablet
234,18,2025-10-24 16:01:00,152.32,Monitor
235,18,2025-05-13 13:14:26,478.1,Phone
236,18,2025-05-19 13:11:35,179.72,Webcam
237,18,2025-10-25 10:58:15,331.43,Webcam
238,18,2025-03-22 22:22:30,114.85,Speaker
239,18,2025-08-28 21:40:37,142.86,Speaker
240,18,2025-09-23 15:12:54,351.12,Tablet
241,18,2025-05-18 19:17:05,63.52,Charger
242,18,2025-07-24 00:51:54,127.25,Laptop
243,18,2025-10-24 09:15:57,338.22,Speaker
244,18,2025-07-10 06:42:13,120.58,Headphones
245,18,2025-10-08 22:18:06,35.72,Mouse
246,18,2025-05-14 23:22:00,171.84,Webcam
247,18,2025-03-21 10:23:11,59.27,Tablet
248,18,2025-11-05 06:59:05,12.54,Speaker
249,18,2025-11-29 03:53:05,489.18,Tablet
250,18,2025-10-17 09:31:41,209.38,Webcam
251,18,2025-03-11 09:05:27,243.95,Headphones
252,18,2025-03-18 08:36:43,380.4,Monitor
253,18,2025-09-13 08:43:42,167.37,Laptop
254,18,2025-05-13 23:37:45,454.89,Phone
255,18,2025-12-20 02:43:32,329.63,Headphones
256,18,2025-06-18 16:08:29,272.22,Laptop
257,18,2025-04-30 09:09:10,457.48,Tablet
258,18,2025-09-24 17:56:40,214.76,Tablet
259,18,2025-04-18 23:14:22,467.62,Laptop
260,18,2025-01-31 07:54:43,498.61,Mouse
261,19,2025-12-16 22:01:50,252.74,Monitor
262,19,2025-04-12 15:43:21,439.6,Laptop
263,19,2025-09-03 22:59:25,156.21,Charger
264,19,2025-05-18 02:38:57,62.58,Keyboard
265,19,2025-03-19 01:44:10,149.44,Speaker
266,19,2025-09-04 08:21:08,266.92,Tablet
267,19,2025-01-25 03:21:33,427.02,Webcam
268,19,2025-05-01 04:52:12,143.69,Phone
269,19,2025-06-10 21:07:24,172.04,Webcam
270,19,2025-10-27 12:23:43,327.66,Tablet
271,19,2025-08-05 23:18:22,16.9,Keyboard
272,19,2025-11-05 23:03:16,397.48,Charger
273,19,2025-12-24 10:02:41,340.46,Headphones
274,19,2025-08-09 03:58:55,95.99,Mouse
275,19,2025-06-27 01:38:08,415.23,Speaker
276,19,2025-07-24 16:36:44,170.68,Mouse
277,19,2025-09-17 15:21:15,337.94,Tablet
278,19,2026-01-04 23:32:05,491.03,Webcam
279,19,2025-03-27 15:13:36,168.56,Headphones
280,19,2025-06-03 03:11:31,13.35,Mouse
281,19,2025-09-27 12:01:14,125.41,Monitor
282,19,2025-03-21 23:46:01,477.48,Monitor
283,19,2025-09-05 11:23:17,295.41,Charger
284,19,2025-12-17 13:47:42,15.6,Keyboard
285,19,2025-08-03 01:26:09,349.46,Laptop
286,19,2025-05-22 12:20:33,337.22,Webcam
287,20,2025-08-11 16:44:51,88.26,Speaker
288,20,2025-06-14 20:12:05,462.32,Monitor
289,20,2025-06-16 05:54:23,348.24,Monitor
290,20,2025-12-22 13:04:58,190.1,Headphones
291,20,2026-01-15 02:36:07,117.37,Tablet
292,20,2025-07-27 21:42:28,244.31,Webcam
293,20,2025-09-29 06:11:47,376.39,Charger
294,20,2025-03-27 03:12:36,193.08,Speaker
295,20,2025-12-24 15:10:06,457.27,Speaker
296,20,2025-08-12 10:27:06,402.98,Headphones
297,21,2025-07-26 15:56:39,131.26,Charger
298,21,2025-03-29 13:37:05,437.84,Phone
299,21,2025-07-27 10:04:54,267.5,Speaker
300,21,2026-01-03 20:46:50,354.85,Phone
301,21,2025-06-16 23:33:23,459.45,Phone
302,21,2025-01-25 23:32:48,40.26,Speaker
303,21,2025-10-07 04:02:34,452.42,Headphones
304,21,2025-02-14 14:25:38,290.62,Tablet
305,21,2025-06-02 09:58:52,90.62,Speaker
306,21,2025-04-17 18:24:43,226.5,Headphones
307,21,2025-05-20 13:51:05,361.29,Webcam
308,21,2025-04-10 14:56:58,54.56,Speaker
309,21,2025-04-17 13:36:36,228.29,Laptop
310,21,2025-03-19 17:48:57,232.18,Speaker
311,21,2025-05-08 12:58:42,213.56,Charger
312,21,2025-09-13 19:50:12,38.29,Webcam
313,21,2025-11-18 14:30:31,339.66,Monitor
314,21,2025-10-30 11:26:30,364.41,Mouse
315,21,2025-11-22 23:27:31,134.68,Laptop
316,21,2025-03-07 21:33:44,375.44,Charger
317,21,2025-09-29 21:17:50,45.78,Mouse
318,21,2025-04-06 22:31:25,178.82,Phone
319,21,2025-06-07 21:43:26,275.17,Laptop
320,21,2025-08-02 03:57:05,467.95,Phone
321,21,2025-07-17 20:04:41,493.21,Webcam
322,22,2025-08-29 14:09:23,150.67,Tablet
323,22,2026-01-09 21:53:36,386.8,Mouse
324,23,2025-09-25 11:24:49,496.5,Mouse
325,23,2026-01-07 10:14:11,229.78,Mouse
326,23,2025-01-25 04:36:32,194.07,Speaker
327,23,2025-12-12 16:02:37,75.17,Keyboard
328,23,2025-11-06 06:30:17,68.13,Speaker
329,23,2025-12-14 21:48:46,202.6,Tablet
330,23,2025-12-04 11:33:28,366.65,Headphones
331,23,2025-11-20 13:47:36,419.06,Laptop
332,23,2025-11-22 08:38:58,489.46,Webcam
333,23,2025-08-12 00:01:34,340.01,Speaker
334,23,2026-01-04 06:06:40,217.82,Mouse
335,23,2025-04-19 03:27:51,413.45,Headphones
336,24,2025-11-04 09:01:55,179.62,Monitor
337,24,2025-04-09 02:36:20,102.36,Phone
338,24,2025-06-10 15:31:02,25.79,Mouse
339,24,2025-10-05 10:05:35,311.31,Laptop
340,24,2025-02-02 04:59:07,127.93,Phone
341,24,2025-06-24 05:05:48,59.44,Laptop
342,24,2025-09-20 17:22:46,228.76,Laptop
343,24,2025-02-27 20:08:42,129.92,Laptop
344,24,2025-05-28 10:11:33,207.11,Headphones
345,24,2025-08-05 12:21:14,274.48,Laptop
346,24,2025-02-15 13:13:03,78.67,Monitor
347,24,2025-05-05 21:12:23,124.74,Charger
348,24,2025-08-23 07:52:28,166.26,Charger
349,24,2025-08-16 03:09:24,388.54,Keyboard
350,24,2025-12-15 05:49:32,126.08,Tablet
351,25,2025-11-04 07:54:49,265.41,Mouse
352,25,2025-08-17 06:53:16,157.25,Laptop
353,25,2025-12-25 08:15:23,282.79,Charger
354,25,2025-02-20 07:23:30,441.06,Tablet
355,25,2025-11-26 08:01:20,316.74,Mouse
356,25,2025-02-11 04:36:44,282.37,Laptop
357,25,2025-07-12 21:48:33,486.42,Mouse
358,25,2025-08-28 12:56:11,395.04,Keyboard
359,25,2025-08-11 13:07:31,351.19,Mouse
360,25,2025-04-26 18:09:19,83.12,Mouse
361,25,2025-04-25 11:35:11,100.1,Speaker
362,25,2025-04-29 21:39:14,242.02,Headphones
363,25,2025-11-26 01:58:59,157.36,Tablet
364,25,2025-11-03 14:55:49,404.83,Laptop
365,25,2025-04-01 09:38:01,285.57,Mouse
366,25,2025-10-15 07:21:01,283.07,Tablet
367,25,2026-01-19 02:08:58,200.33,Monitor
368,25,2025-09-30 04:51:08,109.63,Phone
369,25,2025-12-19 11:34:46,461.89,Keyboard
370,25,2025-04-25 15:15:58,55.31,Headphones
371,25,2025-04-19 03:10:18,35.25,Mouse
372,25,2025-10-15 06:46:34,340.1,Charger
373,26,2025-10-26 01:21:31,438.07,Headphones
374,26,2025-07-16 13:43:59,404.28,Charger
375,27,2025-03-30 08:39:47,339.01,Headphones
376,27,2025-02-05 01:53:10,244.9,Keyboard
377,27,2025-09-14 00:27:51,158.56,Laptop
378,27,2025-05-03 15:58:59,113.79,Headphones
379,27,2025-08-22 19:40:31,481.42,Phone
380,27,2025-05-08 05:09:30,375.97,Webcam
381,27,2025-02-24 22:25:07,458.08,Charger
382,27,2025-11-05 01:10:51,354.85,Mouse
383,27,2025-04-04 05:56:59,458.41,Speaker
384,27,2025-11-01 06:05:16,167.59,Monitor
385,27,2025-12-09 01:30:12,196.52,Speaker
386,27,2026-01-11 18:18:00,327.87,Monitor
387,27,2025-02-14 04:19:36,138.17,Speaker
388,27,2026-01-07 08:44:07,442.58,Webcam
389,27,2026-01-06 04:42:16,58.32,Webcam
390,27,2025-03-12 22:20:06,383.2,Keyboard
391,27,2025-08-11 09:28:48,458.02,Keyboard
392,27,2025-05-18 00:49:30,163.33,Laptop
393,27,2025-02-13 02:11:36,285.64,Headphones
394,27,2025-04-11 03:05:32,373.21,Laptop
395,27,2025-04-18 20:08:49,137.78,Charger
396,27,2025-04-25 04:34:50,293.78,Mouse
397,27,2025-09-04 21:47:54,154.64,Headphones
398,27,2025-11-12 06:15:58,171.63,Mouse
399,28,2025-09-03 04:43:21,418.35,Webcam
400,28,2025-07-24 19:28:58,279.81,Keyboard
401,28,2025-07-19 18:12:41,136.09,Webcam
402,28,2025-02-27 14:50:03,483.59,Webcam
403,28,2025-08-16 23:28:25,235.81,Keyboard
404,28,2025-12-28 20:22:35,92.94,Speaker
405,28,2025-11-19 22:10:57,249.27,Speaker
406,28,2025-02-09 07:00:56,495.26,Laptop
407,28,2025-05-24 06:51:52,266.73,Phone
408,28,2025-11-23 06:22:24,473.14,Laptop
409,28,2025-09-23 15:19:07,384.53,Mouse
410,28,2025-02-17 19:48:25,77.37,Headphones
411,28,2025-04-06 17:42:39,43.3,Tablet
412,28,2025-07-25 04:57:34,14.48,Speaker
413,28,2025-03-06 15:52:32,233.44,Laptop
414,28,2025-07-11 01:40:40,312.74,Charger
415,28,2025-02-21 20:06:18,457.25,Webcam
416,28,2025-07-24 07:51:53,17.71,Speaker
417,28,2025-04-07 02:45:20,280.31,Laptop
418,29,2025-02-28 05:48:01,269.41,Monitor
419,30,2025-08-19 02:08:00,488.96,Laptop
420,30,2025-09-06 08:16:14,256.09,Mouse
421,30,2025-04-13 22:46:41,405.02,Tablet
422,30,2025-09-09 19:23:29,62.44,Phone
423,30,2025-07-28 16:12:30,266.95,Headphones
424,30,2025-05-16 22:43:41,104.05,Speaker
425,30,2025-08-29 13:25:22,133.68,Keyboard
426,30,2025-01-24 04:23:27,140.99,Mouse
427,30,2025-09-03 08:51:09,48.72,Mouse
428,30,2025-07-06 08:30:08,234.91,Headphones
429,30,2025-12-20 21:17:15,495.21,Headphones
430,30,2026-01-06 21:59:48,156.99,Phone
431,30,2025-03-04 18:22:03,330.33,Laptop
432,30,2025-10-27 01:36:10,55.82,Mouse
433,30,2025-12-30 17:49:52,194.81,Webcam
434,30,2025-07-11 08:36:36,37.5,Laptop
435,30,2025-11-18 08:44:38,354.39,Phone
436,30,2025-09-27 00:36:37,254.93,Mouse
437,31,2025-04-06 02:32:43,394.34,Charger
438,31,2025-09-06 04:11:06,488.89,Phone
439,31,2025-11-29 09:10:17,448.45,Laptop
440,31,2025-09-24 00:53:23,122.59,Charger
441,31,2025-09-16 01:38:10,243.0,Laptop
442,31,2025-11-09 21:03:39,462.84,Monitor
443,31,2025-07-16 15:29:20,450.66,Charger
444,31,2025-01-20 15:30:15,332.47,Tablet
445,31,2025-04-28 05:20:55,465.1,Keyboard
446,31,2025-11-09 11:54:02,17.67,Headphones
447,31,2025-06-27 13:58:42,297.65,Mouse
448,31,2025-09-10 23:54:58,465.15,Monitor
449,31,2025-05-05 14:23:56,89.6,Headphones
450,31,2025-07-30 18:18:07,287.68,Mouse
451,31,2025-09-22 13:25:50,341.75,Speaker
452,31,2025-03-30 00:17:08,172.55,Tablet
453,31,2025-05-28 02:01:50,397.34,Phone
454,31,2025-08-05 11:12:09,255.39,Keyboard
455,31,2025-07-27 03:22:56,36.31,Mouse
456,31,2025-08-08 03:34:58,123.75,Phone
457,31,2025-05-10 15:41:03,176.89,Charger
458,32,2025-09-28 01:19:53,204.38,Keyboard
459,32,2025-05-16 19:42:40,24.52,Monitor
460,32,2025-05-03 01:24:39,393.94,Webcam
461,32,2025-12-23 06:20:51,250.4,Keyboard
462,32,2025-08-15 03:15:36,280.99,Mouse
463,32,2025-04-27 03:56:33,221.61,Charger
464,32,2025-06-01 22:33:57,333.73,Phone
465,32,2025-05-07 08:45:46,388.36,Monitor
466,32,2025-10-10 16:50:23,401.05,Phone
467,32,2025-08-26 10:15:07,50.2,Tablet
468,32,2025-08-03 19:46:11,196.2,Tablet
469,32,2025-05-20 09:09:05,372.43,Keyboard
470,32,2025-09-20 12:54:09,186.74,Phone
471,32,2025-07-10 08:23:41,12.55,Monitor
472,32,2025-03-04 17:51:56,227.92,Monitor
473,32,2025-11-10 07:01:35,60.09,Phone
474,32,2025-04-01 04:55:57,101.82,Webcam
475,32,2025-07-28 19:28:06,282.92,Speaker
476,32,2025-01-22 23:38:05,209.94,Laptop
477,32,2025-05-24 10:07:09,53.91,Speaker
478,33,2026-01-02 09:40:30,302.49,Keyboard
479,33,2025-08-06 08:13:13,433.22,Laptop
480,33,2025-07-22 04:19:34,153.01,Mouse
481,34,2025-07-31 23:58:04,51.5,Speaker
482,34,2025-03-24 19:22:45,453.55,Headphones
483,34,2025-03-30 21:22:52,290.26,Tablet
484,34,2025-02-14 21:56:52,345.8,Tablet
485,34,2025-11-11 18:41:00,78.03,Monitor
486,34,2025-07-07 05:33:37,141.52,Tablet
487,34,2025-10-08 19:28:55,41.0,Mouse
488,34,2025-05-18 18:20:57,145.22,Monitor
489,34,2025-02-26 04:19:36,247.27,Phone
490,34,2026-01-14 19:16:01,186.95,Headphones
491,34,2025-12-21 05:35:25,363.24,Webcam
492,34,2025-07-11 13:47:50,300.97,Headphones
493,34,2025-06-02 10:35:03,234.35,Tablet
494,34,2025-09-25 04:23:22,159.28,Mouse
495,34,2025-10-14 05:48:38,172.79,Charger
496,34,2025-08-17 14:54:46,196.15,Keyboard
497,34,2025-12-05 21:40:57,225.71,Mouse
498,34,2025-04-01 09:21:49,409.58,Charger
499,34,2025-04-05 15:19:49,76.7,Keyboard
500,34,2025-11-18 21:45:18,305.57,Headphones
501,34,2025-03-03 16:09:21,244.71,Tablet
502,34,2025-11-12 17:11:29,482.64,Keyboard
503,34,2025-04-20 11:26:53,152.81,Webcam
504,34,2025-04-13 06:12:38,484.2,Headphones
505,34,2025-05-19 18:12:14,169.68,Monitor
506,35,2025-08-03 07:48:53,395.07,Keyboard
507,35,2025-05-19 01:16:22,65.81,Charger
508,35,2025-05-24 17:39:12,107.9,Speaker
509,35,2025-11-14 02:26:47,98.16,Speaker
510,35,2025-08-14 10:34:16,23.19,Webcam
511,35,2025-07-22 17:05:21,472.06,Headphones
512,35,2025-03-01 10:08:47,224.84,Monitor
513,35,2025-10-13 09:11:15,417.33,Phone
514,35,2025-05-16 23:39:52,411.29,Mouse
515,35,2026-01-15 16:17:45,339.76,Tablet
516,35,2025-09-14 04:05:23,320.33,Headphones
517,35,2025-04-12 02:57:08,133.81,Tablet
518,35,2025-08-30 05:04:25,360.47,Mouse
519,35,2025-10-08 09:19:56,46.24,Charger
520,35,2025-03-21 11:50:38,244.83,Mouse
521,35,2025-05-26 04:36:07,271.84,Mouse
522,35,2025-03-22 04:31:43,276.39,Keyboard
523,35,2025-04-04 23:33:53,353.8,Speaker
524,35,2025-11-14 02:13:50,300.97,Phone
525,35,2025-06-23 08:06:49,63.59,Headphones
526,35,2025-11-21 15:10:48,332.22,Keyboard
527,35,2025-03-28 03:58:11,91.51,Charger
528,35,2025-12-17 11:26:06,31.71,Mouse
529,35,2025-03-22 19:01:35,483.74,Keyboard
530,35,2025-09-14 09:39:00,483.2,Mouse
531,35,2025-10-04 18:40:58,61.91,Phone
532,35,2025-03-22 11:28:19,136.78,Speaker
533,36,2025-05-26 22:27:31,264.21,Charger
534,36,2025-08-09 00:42:15,346.96,Headphones
535,36,2025-07-23 10:47:39,228.43,Mouse
536,36,2025-10-01 05:51:48,236.9,Charger
537,36,2025-09-08 14:49:54,348.31,Tablet
538,36,2025-11-22 18:33:34,179.03,Laptop
